procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 1036976  51424 570340    0    0     0    52 1176 1382  0  1 99  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 1036976  51424 570344    0    0     0     0 1117 1344  0  0 100  0  0  0
 0  0      0 1036976  51424 570344    0    0     0     0  957 1234  0  0 100  0  0  0
 0  0      0 1036976  51424 570344    0    0     0     0 1064 1401  0  0 100  0  0  0
 1  0      0 1036976  51432 570336    0    0     0    64 1132 1316  0  0 99  0  0  0
 0  0      0 1036976  51432 570344    0    0     0     0 1129 1421  0  0 100  0  0  0
 0  0      0 1036724  51432 570344    0    0     0     4 1328 1384  0  1 99  0  0  0
 0  0      0 1036724  51432 570340    0    0     0     0 1718 1654  4  1 96  0  0  0
 0  0      0 1036724  51432 570344    0    0     0     4 1305 1262  1  1 99  0  0  0
 0  0      0 1036724  51440 570336    0    0     0    76   87  114  0  0 100  0  0  0
 0  0      0 1036724  51440 570344    0    0     0     0   53   61  0  0 100  0  0  0
 0  0      0 1036724  51440 570344    0    0     0     0   82   94  0  0 100  0  0  0
 0  0      0 1036724  51440 570344    0    0     0     0 1012 1360  0  0 100  0  0  0
 0  0      0 1036724  51440 570344    0    0     0     0 1013 1310  0  0 100  0  0  0
 0  0      0 1036724  51440 570344    0    0     0     0 1016 1359  0  1 100  0  0  0
 0  0      0 1036724  51448 570344    0    0     0    12 1232 1549  0  1 99  0  0  0
 0  0      0 1036724  51448 570344    0    0     0     0 1033 1340  0  0 100  0  0  0
 0  0      0 1036724  51448 570344    0    0     0     0 1090 1388  0  0 100  0  0  0
 0  0      0 1036724  51448 570344    0    0     0     0 1047 1300  0  0 100  0  0  0
 0  0      0 1036724  51448 570344    0    0     0     0  994 1307  0  0 100  0  0  0
 0  0      0 1036724  51456 570336    0    0     0    84 1132 1362  0  0 100  0  0  0
 0  0      0 1036724  51456 570344    0    0     0     0  773 1046  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 1036724  51456 570344    0    0     0     0 1134 1464  0  0 100  0  0  0
 0  0      0 1036724  51456 570344    0    0     0     0 1067 1285  0  0 100  0  0  0
      0 1047800  50548 568328    0    0     0     0  126  138  0  0 100  0  0  0
 1  0      0 1047800  50548 568328    0    0     0     0  119  127  0  0 100  0  0  0
 1  0      0 1047800  50556 568320    0    0     0    12  100  117  0  0 100  0  0  0
 0  0      0 1047800  50556 568328    0    0     0     0   67   84  0  0 100  0  0  0
 1  0      0 1047800  50556 568328    0    0     0     0   95  112  0  0 100  0  0  0
 1  0      0 1047800  50556 568328    0    0     0     0   87   93  0  0 100  0  0  0
 1  0      0 1047800  50556 568328    0    0     0     0   93  108  0  0 100  0  0  0
 1  0      0 1047800  50564 568328    0    0     0    12  116  138  0  0 100  0  0  0
 1  0      0 1047800  50564 568328    0    0     0     0   65   71  0  0 100  0  0  0
 1  0      0 1047800  50564 568332    0    0     0     0   54   66  0  0 100  0  0  0
 1  0      0 1047800  50564 568332    0    0     0     0   35   47  0  0 100  0  0  0
 1  0      0 1047800  50564 568332    0    0     0     0   83   93  0  0 100  0  0  0
 1  0      0 1047800  50564 568332    0    0     0     0   93  108  0  0 100  0  0  0
 1  0      0 1047800  50572 568332    0    0     0    16   72  100  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1047800  50572 568332    0    0     0     0   41   53  0  0 100  0  0  0
 1  0      0 1047800  50572 568332    0    0     0     0   43   55  0  0 100  0  0  0
 1  0      0 1047800  50572 568332    0    0     0     0   40   58  0  0 100  0  0  0
 1  0      0 1047800  50572 568332    0    0     0     0   88  104  0  0 100  0  0  0
 1  0      0 1047800  50580 568324    0    0     0    20   75  104  0  0 100  0  0  0
 1  0      0 1047800  50580 568332    0    0     0     0   91  105  0  0 100  0  0  0
 0  0      0 1047800  50580 568332    0    0     0     0   38   59  0  0 100  0  0  0
 1  0      0 1047800  50580 568332    0    0     0     0   72   77  0  0 100  0  0  0
 1  0      0 1047800  50580 568332    0    0     0     0   72   80  0  0 100  0  0  0
 1  0      0 1047800  50588 568324    0    0     0    12   72   93  0  0 100  0  0  0
 1  0      0 1047800  50588 568332    0    0     0    24   71  101  0  0 100  0  0  0
 1  0      0 1047800  50588 568332    0    0     0     0   59   69  0  0 100  0  0  0
 0  0      0 1047800  50588 568332    0    0     0     0   71   78  0  0 100  0  0  0
 1  0      0 1047800  50588 568332    0    0     0     0   50   60  0  0 100  0  0  0
 1  0      0 1047800  50588 568332    0    0     0     0   79   99  0  0 100  0  0  0
 1  0      0 1047800  50600 568332    0    0     0    32   78  100  0  0 100  0  0  0
 1  0      0 1047800  50600 568332    0    0     0     0   40   47  0  0 100  0  0  0
 1  0      0 1047800  50600 568332    0    0     0     0   90   95  0  0 100  0  0  0
 1  0      0 1047800  50600 568332    0    0     0     0   77   89  0  0 100  0  0  0
 1  0      0 1047800  50600 568332    0    0     0     0   88   98  0  0 100  0  0  0
 1  0      0 1047800  50608 568324    0    0     0    32   83   98  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1047800  50608 568332    0    0     0     0   53   71  0  0 100  0  0  0
 1  0      0 1047800  50608 568332    0    0     0     0   86   98  0  0 100  0  0  0
 1  0      0 1047800  50608 568332    0    0     0     0  102  105  0  0 100  0  0  0
 1  0      0 1047800  50608 568332    0    0     0     0   47   52  0  0 100  0  0  0
 1  0      0 1047800  50616 568324    0    0     0    12   68   92  0  0 100  0  0  0
 1  0      0 1047800  50616 568332    0    0     0     0   35   57  0  0 100  0  0  0
 1  0      0 1047800  50616 568332    0    0     0     0  104  108  0  0 100  0  0  0
 1  0      0 1047800  50616 568332    0    0     0     0   70   76  0  0 100  0  0  0
 1  0      0 1047800  50616 568332    0    0     0     0   48   58  0  0 100  0  0  0
 1  0      0 1047800  50616 568332    0    0     0     0   50   64  0  0 100  0  0  0
 1  0      0 1047800  50624 568324    0    0     0    12   79   93  0  0 100  0  0  0
 1  0      0 1047800  50624 568332    0    0     0     0   31   49  0  0 100  0  0  0
 1  0      0 1047800  50624 568332    0    0     0     0  188  195  0  0 100  0  0  0
 1  0      0 1047800  50624 568332    0    0     0     0   72   85  0  0 100  0  0  0
 1  0      0 1047800  50624 568332    0    0     0     0  112  126  0  0 100  0  0  0
 1  0      0 1046792  50632 568336    0    0     0    16  216  156  0  1 99  0  0  0
 1  0      0 1046980  50632 568336    0    0     0     0   95  106  0  0 100  0  0  0
 1  0      0 1046980  50632 568340    0    0     0     0  265  282  0  0 100  0  0  0
 1  0      0 1046756  50632 568340    0    0     0     0  502  475  1  1 99  0  0  0
 1  0      0 1046756  50632 568340    0    0     0    24   51   71  0  0 100  0  0  0
 0  0      0 1046756  50644 568340    0    0     0   196  219  235  0  0 99  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1022568  50644 568352    0    0     0     0 1053  626  7  5 88  0  0  0
 1  0      0 1028904  50644 568352    0    0     0     4 1455  583 20  6 75  0  0  0
 1  0      0 1017564  50644 568348    0    0     0     0 1907  860 15  9 76  0  0  0
 1  0      0 1015892  50644 568348    0    0     0     0 1626  608 16  9 75  0  0  0
 1  0      0 1016012  50644 568348    0    0     0     0  181  147  1  0 99  0  0  0
 0  0      0 1016012  50652 568348    0    0     0   112  179  185  0  0 100  0  0  0
 1  0      0 1017472  50652 568348    0    0     0     8  107  122  0  0 100  0  0  0
 1  0      0 1019872  50652 568348    0    0     0     4  114  135  0  0 100  0  0  0
 1  0      0 1021724  50652 568348    0    0     0     0   67   71  0  0 100  0  0  0
 1  0      0 1024416  50652 568348    0    0     0     0   58   73  0  0 100  0  0  0
 1  0      0 1032348  50660 568348    0    0     0    12   95  112  0  0 100  0  0  0
 1  0      0 1034048  50660 568348    0    0     0   168  194  240  0  0 100  0  0  0
 1  0      0 1034048  50660 568348    0    0     0     0   42   60  0  0 100  0  0  0
 0  0      0 1035460  50660 568348    0    0     0     0   48   62  0  0 100  0  0  0
 0  0      0 1035460  50660 568348    0    0     0     0   38   45  0  0 100  0  0  0
 1  0      0 1036692  50668 568348    0    0     0    16  187  200  0  0 100  0  0  0
 1  0      0 1037540  50668 568348    0    0     0     0   78   92  0  0 100  0  0  0
 1  0      0 1037540  50668 568348    0    0     0     0   58   71  0  0 100  0  0  0
 1  0      0 1037540  50668 568348    0    0     0     0   37   46  0  0 100  0  0  0
 1  0      0 1037540  50668 568348    0    0     0     0   51   61  0  0 100  0  0  0
 1  0      0 1037540  50668 568348    0    0     0     4   93  106  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1037540  50676 568348    0    0     0    12   83  107  0  0 100  0  0  0
 1  0      0 1037940  50676 568348    0    0     0     0  112  111  0  0 100  0  0  0
 1  0      0 1037944  50676 568348    0    0     0     0   47   57  0  0 100  0  0  0
 1  0      0 1037944  50676 568348    0    0     0     0  109  118  0  0 100  0  0  0
 1  0      0 1037944  50676 568348    0    0     0     0   87  105  0  0 100  0  0  0
 1  0      0 1037944  50684 568348    0    0     0    16  104  118  0  0 100  0  0  0
 1  0      0 1037944  50684 568348    0    0     0     0   99  116  0  0 100  0  0  0
 1  0      0 1037944  50684 568348    0    0     0     0  344  375  0  0 100  0  0  0
 1  0      0 1037944  50684 568348    0    0     0    12  135  150  0  0 100  0  0  0
 1  0      0 1037944  50692 568348    0    0     0    20  261  287  0  0 100  0  0  0
 1  0      0 1037944  50692 568348    0    0     0     8  110  120  0  0 100  0  0  0
 1  0      0 1037944  50692 568348    0    0     0     4  110  142  0  0 100  0  0  0
 1  0      0 1037944  50692 568348    0    0     0     0   69   73  0  0 100  0  0  0
 1  0      0 1037944  50692 568348    0    0     0     0   42   51  0  0 100  0  0  0
 1  0      0 1037944  50692 568348    0    0     0     0   92  106  0  0 100  0  0  0
 1  0      0 1037944  50700 568340    0    0     0    12   98  117  0  0 100  0  0  0
 1  0      0 1037944  50700 568348    0    0     0     0   58   70  0  0 100  0  0  0
 1  0      0 1037944  50700 568348    0    0     0     0   33   44  0  0 100  0  0  0
 1  0      0 1037944  50700 568352    0    0     0     0   46   60  0  0 100  0  0  0
 1  0      0 1037944  50700 568352    0    0     0     0   53   71  0  0 100  0  0  0
 1  0      0 1037944  50708 568352    0    0     0    16  125  148  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1037944  50708 568352    0    0     0     0   53   66  0  0 100  0  0  0
 1  0      0 1037944  50708 568352    0    0     0     0  211  236  0  0 100  0  0  0
 1  0      0 1037944  50708 568352    0    0     0     0  216  242  0  0 100  0  0  0
 1  0      0 1037944  50708 568352    0    0     0     0  149  162  0  0 100  0  0  0
 1  0      0 1037904  50716 568356    0    0     0    12  102  127  0  0 100  0  0  0
 1  0      0 1037904  50716 568356    0    0     0     0  183  192  0  0 100  0  0  0
 1  0      0 1037904  50716 568356    0    0     0     0   56   69  0  0 100  0  0  0
 1  0      0 1037904  50716 568356    0    0     0     0   56   68  0  0 100  0  0  0
 1  0      0 1037904  50716 568356    0    0     0     0  141  140  0  0 100  0  0  0
 0  0      0 1037904  50716 568356    0    0     0     0  117  131  0  0 100  0  0  0
 1  0      0 1037904  50724 568356    0    0     0    12   53   76  0  0 100  0  0  0
 1  0      0 1037904  50724 568356    0    0     0     0   50   64  0  0 100  0  0  0
 1  0      0 1037904  50724 568356    0    0     0     0  117  138  0  0 100  0  0  0
 1  0      0 1037904  50724 568356    0    0     0     0  132  149  0  0 100  0  0  0
 1  0      0 1037904  50724 568356    0    0     0     0   74  100  0  0 100  0  0  0
 1  0      0 1037904  50732 568356    0    0     0    16  135  164  0  0 100  0  0  0
 0  0      0 1037904  50732 568356    0    0     0     0  198  286  0  0 100  0  0  0
 0  0      0 1037904  50732 568356    0    0     0     0 1076 1349  0  0 100  0  0  0
 0  0      0 1037904  50732 568356    0    0     0    24 1111 1408  0  0 100  0  0  0
 0  0      0 1037904  50732 568356    0    0     0     0  993 1320  0  0 100  0  0  0
 1  0      0 1037904  50744 568356    0    0     0    32  164  195  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 1037904  50744 568356    0    0     0     0  692  849  0  0 100  0  0  0
 0  0      0 1037904  50744 568356    0    0     0     0  982 1269  0  0 100  0  0  0
 0  0      0 1037904  50744 568356    0    0     0     0 1044 1310  0  0 100  0  0  0
 1  0      0 1037904  50744 568356    0    0     0     0  503  638  0  0 100  0  0  0
 1  0      0 1037904  50744 568356    0    0     0     0   55   64  0  0 100  0  0  0
 1  0      0 1037904  50752 568356    0    0     0    32   88  109  0  0 100  0  0  0
 1  0      0 1037904  50752 568356    0    0     0     0   58   68  0  0 100  0  0  0
 0  0      0 1037904  50752 568356    0    0     0     0   73   87  0  0 100  0  0  0
 0  0      0 1037904  50752 568356    0    0     0     0   91  105  0  0 100  0  0  0
 1  0      0 1037904  50752 568356    0    0     0     0   51   72  0  0 100  0  0  0
 1  0      0 1037904  50760 568356    0    0     0    12   91  106  0  0 100  0  0  0
 1  0      0 1037904  50760 568356    0    0     0     0   40   51  0  0 100  0  0  0
 1  0      0 1037904  50760 568356    0    0     0     0   75   99  0  0 100  0  0  0
 1  0      0 1037904  50760 568356    0    0     0     0   44   57  0  0 100  0  0  0
 1  0      0 1037904  50760 568356    0    0     0     0   90  103  0  0 100  0  0  0
 1  0      0 1037904  50768 568348    0    0     0    12   57   82  0  0 100  0  0  0
 1  0      0 1037904  50768 568348    0    0     0     0  251  286  0  0 100  0  0  0
 1  0      0 1037904  50768 568356    0    0     0     0  223  279  0  0 100  0  0  0
 1  0      0 1037904  50768 568356    0    0     0     0  143  181  0  0 100  0  0  0
 1  0      0 1037904  50768 568356    0    0     0     0   37   50  0  0 100  0  0  0
 1  0      0 1037904  50768 568356    0    0     0     0   85  121  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1037904  50776 568360    0    0     0    12  101  138  0  0 100  0  0  0
 1  0      0 1037904  50776 568360    0    0     0     0   88  106  0  0 100  0  0  0
 1  0      0 1037904  50776 568360    0    0     0     0   68   83  0  0 100  0  0  0
 1  0      0 1037904  50776 568360    0    0     0     0   48   58  0  0 100  0  0  0
 1  0      0 1037904  50776 568360    0    0     0     0   41   55  0  0 100  0  0  0
 1  0      0 1037904  50784 568352    0    0     0    12   89  111  0  0 100  0  0  0
 1  0      0 1037904  50784 568360    0    0     0     0  276  306  0  0 100  0  0  0
 0  0      0 1037904  50784 568360    0    0     0    24  212  240  0  0 100  0  0  0
 1  0      0 1037904  50784 568360    0    0     0     0  115  141  0  0 100  0  0  0
 1  0      0 1037904  50784 568360    0    0     0     0   54   68  0  0 100  0  0  0
 0  0      0 1037904  50792 568352    0    0     0    32   94  137  0  0 100  0  0  0
 1  0      0 1037904  50792 568360    0    0     0     0   76   85  0  0 100  0  0  0
 1  0      0 1037904  50792 568360    0    0     0     0   44   60  0  0 100  0  0  0
 1  0      0 1037904  50792 568360    0    0     0     0   62   69  0  0 100  0  0  0
 1  0      0 1037904  50792 568360    0    0     0     0   40   46  0  0 100  0  0  0
 0  0      0 1037904  50792 568360    0    0     0    20   62   74  0  0 100  0  0  0
 1  0      0 1037904  50800 568360    0    0     0    12   98  133  0  0 100  0  0  0
 1  0      0 1037904  50800 568360    0    0     0     0   93  107  0  0 100  0  0  0
 1  0      0 1037904  50800 568360    0    0     0     0   62   64  0  0 100  0  0  0
 1  0      0 1037904  50800 568360    0    0     0     0   46   55  0  0 100  0  0  0
 1  0      0 1037904  50800 568360    0    0     0     0   44   57  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1037904  50808 568360    0    0     0    16  179  204  0  0 100  0  0  0
 1  0      0 1037904  50808 568360    0    0     0     0   66   84  0  0 100  0  0  0
 1  0      0 1037904  50808 568360    0    0     0     0   81  104  0  0 100  0  0  0
 1  0      0 1037904  50808 568360    0    0     0     0   41   55  0  0 100  0  0  0
 1  0      0 1037904  50808 568360    0    0     0     0   57   64  0  0 100  0  0  0
 1  0      0 1037904  50816 568352    0    0     0    12   85  111  0  0 100  0  0  0
 1  0      0 1037904  50816 568360    0    0     0     0   79   99  0  0 100  0  0  0
 1  0      0 1037904  50816 568360    0    0     0     0  118  148  0  0 100  0  0  0
 1  0      0 1037904  50816 568360    0    0     0     0   59   68  0  0 100  0  0  0
 1  0      0 1037904  50816 568360    0    0     0     0   79  100  0  0 100  0  0  0
 1  0      0 1037904  50816 568360    0    0     0     0  148  179  0  0 100  0  0  0
 1  0      0 1037904  50824 568360    0    0     0    12   90  121  0  0 100  0  0  0
 1  0      0 1037904  50824 568360    0    0     0     0   63   72  0  0 100  0  0  0
 1  0      0 1037904  50824 568360    0    0     0     0   42   53  0  0 100  0  0  0
 1  0      0 1037904  50824 568360    0    0     0     0   46   61  0  0 100  0  0  0
 1  0      0 1037904  50824 568360    0    0     0     0   71   93  0  0 100  0  0  0
 1  0      0 1037904  50832 568352    0    0     0    16   89  110  0  0 100  0  0  0
 1  0      0 1037904  50832 568360    0    0     0    12   94  114  0  0 100  0  0  0
 1  0      0 1037904  50832 568360    0    0     0     0   49   63  0  0 100  0  0  0
 1  0      0 1037904  50832 568360    0    0     0     0   40   58  0  0 100  0  0  0
 1  0      0 1037904  50832 568360    0    0     0     0   80   96  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1037904  50840 568352    0    0     0    12   88  117  0  0 100  0  0  0
 1  0      0 1037904  50840 568364    0    0     0     0   65   80  0  0 100  0  0  0
 1  0      0 1037904  50840 568364    0    0     0     0   50   60  0  0 100  0  0  0
 1  0      0 1037904  50840 568364    0    0     0     0   57   68  0  0 100  0  0  0
 1  0      0 1037904  50840 568364    0    0     0     0   37   50  0  0 100  0  0  0
 1  0      0 1037904  50848 568364    0    0     0    12   97  126  0  0 100  0  0  0
 1  0      0 1037904  50848 568364    0    0     0     0   39   53  0  0 100  0  0  0
 1  0      0 1037904  50848 568364    0    0     0     0   54   67  0  0 100  0  0  0
 1  0      0 1037904  50848 568364    0    0     0     0   32   44  0  0 100  0  0  0
 1  0      0 1037904  50848 568364    0    0     0     0   81   93  0  0 100  0  0  0
 0  0      0 1037904  50848 568364    0    0     0     0   44   65  0  0 100  0  0  0
 1  0      0 1037904  50856 568356    0    0     0    12   67   86  0  0 100  0  0  0
 1  0      0 1037904  50856 568364    0    0     0     0   26   28  0  0 100  0  0  0
 0  0      0 1037904  50856 568364    0    0     0     0   98  130  0  0 100  0  0  0
 0  0      0 1037904  50856 568364    0    0     0     0   87  102  0  0 100  0  0  0
 1  0      0 1037904  50856 568364    0    0     0     0   87  108  0  0 100  0  0  0
 1  0      0 1037904  50864 568356    0    0     0    16  322  354  0  0 100  0  0  0
 0  0      0 1037904  50864 568364    0    0     0     0  185  197  0  0 100  0  0  0
 1  0      0 1037904  50864 568364    0    0     0     0  107  120  0  0 100  0  0  0
 1  0      0 1037904  50864 568364    0    0     0     0  149  157  0  0 100  0  0  0
 1  0      0 1037904  50864 568364    0    0     0     0   84   86  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1037904  50872 568356    0    0     0    12   69   87  0  0 100  0  0  0
 1  0      0 1037904  50872 568364    0    0     0     0   42   61  0  0 100  0  0  0
 1  0      0 1037904  50872 568364    0    0     0     0   77   76  0  0 100  0  0  0
 1  0      0 1037904  50872 568364    0    0     0     0   72   84  0  0 100  0  0  0
 1  0      0 1037904  50872 568364    0    0     0     0   53   64  0  0 100  0  0  0
 1  0      0 1037904  50872 568364    0    0     0     0   43   58  0  0 100  0  0  0
 1  0      0 1037904  50880 568364    0    0     0    40  107  134  0  0 100  0  0  0
 0  0      0 1037904  50880 568364    0    0     0     0   46   58  0  0 100  0  0  0
 1  0      0 1037904  50880 568364    0    0     0     0   89   95  0  0 100  0  0  0
 1  0      0 1037904  50880 568364    0    0     0     0   41   55  0  0 100  0  0  0
 1  0      0 1037904  50880 568364    0    0     0     0   92  103  0  0 100  0  0  0
 1  0      0 1037904  50888 568364    0    0     0    20   60   77  0  0 100  0  0  0
 1  0      0 1037904  50888 568364    0    0     0     0   52   64  0  0 100  0  0  0
 1  0      0 1037904  50888 568364    0    0     0     0   80   90  0  0 100  0  0  0
 1  0      0 1037904  50888 568364    0    0     0     0   96  106  0  0 100  0  0  0
 1  0      0 1037904  50888 568364    0    0     0     0   54   57  0  0 100  0  0  0
 0  0      0 1037904  50896 568356    0    0     0    24   92  115  0  0 100  0  0  0
 1  0      0 1037904  50896 568364    0    0     0     0   49   69  0  0 100  0  0  0
 1  0      0 1037904  50896 568364    0    0     0     0   97  101  0  0 100  0  0  0
 1  0      0 1037904  50896 568364    0    0     0     0   77   79  0  0 100  0  0  0
 1  0      0 1037904  50896 568364    0    0     0     0  187  208  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  1      0 1037520  50900 568360    0    0     0    12  309  340  0  0 100  0  0  0
 1  0      0 1037520  50904 568356    0    0     0     4  208  223  0  0 100  0  0  0
 1  0      0 1037764  50904 568368    0    0     0     0   91  106  0  0 100  0  0  0
 1  0      0 1037764  50904 568368    0    0     0     0   95  120  0  0 100  0  0  0
 1  0      0 1037764  50904 568368    0    0     0     0   47   65  0  0 100  0  0  0
 1  0      0 1037764  50904 568368    0    0     0     0  118  120  0  0 100  0  0  0
 1  0      0 1037764  50912 568368    0    0     0    12  140  155  0  0 100  0  0  0
 1  0      0 1037764  50912 568368    0    0     0     0   78  103  0  0 100  0  0  0
 1  0      0 1037764  50912 568368    0    0     0     0  118  143  0  0 100  0  0  0
 1  0      0 1037764  50912 568368    0    0     0     0   84   98  0  0 100  0  0  0
 1  0      0 1037764  50912 568368    0    0     0     0   58   60  0  0 100  0  0  0
 1  0      0 1037764  50920 568368    0    0     0    16   97  122  0  0 100  0  0  0
 0  0      0 1037764  50920 568368    0    0     0     0   86  109  0  0 100  0  0  0
 1  0      0 1037764  50920 568368    0    0     0     0   89   90  0  0 100  0  0  0
 1  0      0 1037764  50920 568368    0    0     0     0   36   46  0  0 100  0  0  0
 0  0      0 1037764  50920 568368    0    0     0     0  232  249  0  0 100  0  0  0
 1  0      0 1037764  50928 568360    0    0     0    44  288  329  0  0 100  0  0  0
 0  0      0 1037764  50928 568372    0    0     0     0  202  210  0  0 100  0  0  0
 0  0      0 1037764  50928 568372    0    0     0     0  120  125  0  0 100  0  0  0
 1  0      0 1037764  50928 568372    0    0     0     0  130  145  0  0 100  0  0  0
 1  0      0 1037764  50928 568372    0    0     0     0   43   65  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  1      0 1037764  50932 568368    0    0     0    16  128  143  0  0 100  0  0  0
 1  0      0 1037764  50936 568364    0    0     0     4  137  159  0  0 100  0  0  0
 1  0      0 1037764  50936 568372    0    0     0     0   51   66  0  0 100  0  0  0
 1  0      0 1037764  50936 568372    0    0     0     0   94   99  0  0 100  0  0  0
 0  0      0 1037764  50936 568372    0    0     0     0  234  235  0  0 100  0  0  0
 0  0      0 1037764  50936 568372    0    0     0     0  186  223  0  0 100  0  0  0
 1  0      0 1037764  50944 568372    0    0     0    12  127  146  0  0 100  0  0  0
 1  0      0 1037764  50944 568372    0    0     0     0  139  160  0  0 100  0  0  0
 1  0      0 1037764  50944 568372    0    0     0     0   56   64  0  0 100  0  0  0
 1  0      0 1037764  50944 568372    0    0     0     0   36   44  0  0 100  0  0  0
 1  0      0 1037764  50944 568372    0    0     0     0   49   62  0  0 100  0  0  0
 1  0      0 1037764  50952 568372    0    0     0    16  126  148  0  0 100  0  0  0
 0  0      0 1037764  50952 568372    0    0     0     0  101  109  0  0 100  0  0  0
 1  0      0 1037764  50952 568372    0    0     0     0   45   52  0  0 100  0  0  0
 1  0      0 1037764  50952 568372    0    0     0     0  134  142  0  0 100  0  0  0
 1  0      0 1037764  50952 568372    0    0     0     0   85  109  0  0 100  0  0  0
 1  0      0 1037764  50960 568364    0    0     0    12   78  104  0  0 100  0  0  0
 1  0      0 1037764  50960 568372    0    0     0     0   69   83  0  0 100  0  0  0
 1  0      0 1037764  50960 568372    0    0     0     0   50   56  0  0 100  0  0  0
 1  0      0 1037764  50960 568372    0    0     0     0   39   51  0  0 100  0  0  0
 1  0      0 1037764  50960 568372    0    0     0     0   52   59  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  1      0 1037764  50968 568364    0    0     0    12   83  105  0  0 100  0  0  0
 1  0      0 1037764  50968 568364    0    0     0     0   93  122  0  0 100  0  0  0
 1  0      0 1037764  50968 568376    0    0     0     0   42   59  0  0 100  0  0  0
 1  0      0 1037764  50968 568376    0    0     0     0   51   64  0  0 100  0  0  0
 1  0      0 1037764  50968 568376    0    0     0     0   29   41  0  0 100  0  0  0
 1  0      0 1037764  50968 568376    0    0     0    24   68   88  0  0 100  0  0  0
 1  0      0 1037764  50976 568376    0    0     0    20  109  137  0  0 100  0  0  0
 1  0      0 1037764  50976 568376    0    0     0     0   55   64  0  0 100  0  0  0
 1  0      0 1037764  50976 568376    0    0     0     0   32   43  0  0 100  0  0  0
 1  0      0 1037764  50976 568376    0    0     0     0   68   77  0  0 100  0  0  0
 1  0      0 1037764  50976 568376    0    0     0     0   71   91  0  0 100  0  0  0
 1  0      0 1037764  50984 568376    0    0     0    24  102  127  0  0 100  0  0  0
 1  0      0 1037764  50984 568376    0    0     0     0   46   58  0  0 100  0  0  0
 1  0      0 1037764  50984 568376    0    0     0     0   42   53  0  0 100  0  0  0
 1  0      0 1037764  50984 568376    0    0     0     0   30   40  0  0 100  0  0  0
 1  0      0 1037764  50984 568376    0    0     0     0   74   95  0  0 100  0  0  0
 1  0      0 1037764  50992 568368    0    0     0    12   55   77  0  0 100  0  0  0
 1  0      0 1037764  50992 568376    0    0     0     0   79   97  0  0 100  0  0  0
 1  0      0 1037764  50992 568376    0    0     0     0  118  137  0  0 100  0  0  0
 0  0      0 1037764  50992 568376    0    0     0     0   54   63  0  0 100  0  0  0
 1  0      0 1037764  50992 568376    0    0     0     0   66   77  0  0 100  0  0  0
