ros_time_s,run_id,state_id,state_name,source,voltage_V,current_A,power_W,energy_inc_Wh,energy_total_Wh
1776884933.3833268,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,fpga,12.236,0.197823,2.420562228,0.0,0.0
1776884933.8792248,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,system,12.224232271831376,1.1837190593152076,14.471343303178156,0.0023147999331338907,0.0023147999331338907
1776884933.8990943,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,fpga,12.235600000000002,0.1980426,2.4231692460000005,0.00010560654676402473,0.002420406479897915
1776884934.3779774,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,system,12.224185817465102,1.1856255474521662,14.494335909742526,0.0022504351659485907,0.004670841645846506
1776884934.39692,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,fpga,12.235680000000002,0.19843788000000004,2.427861878400001,8.904848295135238e-05,0.004759890128797858
1776884934.8832848,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,system,12.224148653972083,1.187571637961733,14.517875076594022,0.002289348083498893,0.007049238212296751
1776884934.9269903,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,fpga,12.235344000000001,0.19875410400000004,2.4316159843200005,0.00020579616190073298,0.007255034374197483
1776884935.3766177,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,system,12.224118923177668,1.1895677103693862,14.542555090075219,0.0021199572230729273,0.009374991597270411
1776884935.410775,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,fpga,12.234675200000002,0.19900708320000005,2.4346192690560002,0.0001611749971712365,0.009536166594441647
1776884935.8900988,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,system,12.224095138542136,1.1916037682955092,14.568147780860176,0.002263836592192632,0.011800003186634279
1776884935.9090044,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,fpga,12.234140160000003,0.19898986656000006,2.4344148788448003,8.922928374875531e-05,0.011889232470383034
1776884936.376795,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,system,12.22407611083371,1.1927934146364074,14.582773253488142,0.002211095876782416,0.01410032834716545
1776884936.3938732,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,fpga,12.233712128000004,0.19919569324800007,2.4366983694758404,8.095340407112547e-05,0.014181281751236575
1776884936.8892508,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,1,APPROACH_ITEM,system,12.224060888666969,1.195483631709126,14.615725055590515,0.0023464762211996924,0.016527757972436267
1776884936.8988116,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,1,APPROACH_ITEM,fpga,12.232969702400004,0.19914075459840008,2.435998151580672,4.5294732922741375e-05,0.01657305270535901
1776884937.3700552,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,1,APPROACH_ITEM,system,12.224048710933577,1.198294605367301,14.648212166072414,0.002236327863450197,0.018809380568809205
1776884937.3938484,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,1,APPROACH_ITEM,fpga,12.232775761920005,0.19887720367872008,2.432910966864538,0.0001128975609055564,0.01892227812971476
1776884937.8868537,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,1,APPROACH_ITEM,system,12.224038968746862,1.2025014842938408,14.698604538457932,0.002346003616944218,0.021268281746658978
1776884937.8987732,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,1,APPROACH_ITEM,fpga,12.232620609536005,0.19866636294297607,2.4303620898916303,5.678839613432216e-05,0.0213250701427933
1776884938.3818977,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,1,APPROACH_ITEM,system,12.224031174997492,1.2067453874350726,14.748190167966348,0.0023054104647743778,0.02363048060756768
1776884938.3975253,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,1,APPROACH_ITEM,fpga,12.232496487628804,0.19849769035438086,2.428243859113304,7.456869571362107e-05,0.0237050493032813
1776884938.8810315,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,1,APPROACH_ITEM,system,12.224024939997996,1.210781009948058,14.797153973573078,0.002313069647865775,0.026018118951147078
1776884938.9177597,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,1,APPROACH_ITEM,fpga,12.231997190103044,0.1983627522835047,2.4266284036906436,0.00017610253193306292,0.026194221483080142
1776884939.3695593,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,1,APPROACH_ITEM,system,12.224019951998399,1.2153088079584466,14.852197266858463,0.0021685194594295333,0.028362740942509675
1776884939.3966014,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,1,APPROACH_ITEM,fpga,12.231197752082437,0.19825480182680377,2.425256910152515,0.0001297683237800873,0.028492509266289764
1776884939.8758488,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,1,APPROACH_ITEM,system,12.22361596159872,1.2189310463667575,14.896231901486772,0.0023057291082834667,0.030798238374573232
1776884939.8820968,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,1,APPROACH_ITEM,fpga,12.230558201665952,0.19816844146144302,2.4240805861220123,3.0198000970733752e-05,0.030828436375543965
1776884940.373357,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,1,APPROACH_ITEM,system,12.222892769278976,1.221828837093406,14.931459609189417,0.0023684289613187534,0.03319686533686272
1776884940.3958542,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,1,APPROACH_ITEM,fpga,12.230046561332763,0.19809935316915445,2.42321865609761,0.00010842324756765275,0.03330528858443037
1776884940.8937445,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,1,APPROACH_ITEM,system,12.222314215423182,1.224147069674725,14.959641775351535,0.0024038008469160926,0.03570908943134646
1776884940.9009044,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,1,APPROACH_ITEM,fpga,12.229637249066212,0.19804408253532357,2.422449982878088,3.488737164768292e-05,0.03574397680299414
1776884941.3753853,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,1,APPROACH_ITEM,system,12.221851372338547,1.22600165573978,14.982187508281228,0.0022939112088816824,0.038037888011875826
1776884941.3871045,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,1,APPROACH_ITEM,fpga,12.22930979925297,0.19799986602825886,2.4217559151024703,5.66891928111368e-05,0.03809457720468696
1776884941.8858855,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,1,APPROACH_ITEM,system,12.22148109787084,1.227485324591824,15.000224094624983,0.0024138038509322586,0.04050838105561922
1776884941.9154673,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,1,APPROACH_ITEM,fpga,12.229047839402378,0.1979644928226071,2.4212006608819765,0.00014310045173274258,0.04065148150735196
1776884942.3734741,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,1,APPROACH_ITEM,system,12.221184878296674,1.2286722596734592,15.014653363699987,0.0022183409910884262,0.04286982249844039
1776884942.3889198,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,1,APPROACH_ITEM,fpga,12.228838271521903,0.1979361942580857,2.4207564575055813,7.480387681307654e-05,0.04294462637525347
1776884942.883039,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,system,12.22094790263734,1.2296218077387673,15.02619677895999,0.002394667580857844,0.04533929395611131
1776884942.894521,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,fpga,12.228670617217524,0.19791355540646857,2.419451544404465,5.5633840167962526e-05,0.04539492779627927
1776884943.3719635,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,system,12.220758322109873,1.2301801461910138,15.031990086367992,0.0023144784399847127,0.04770940623626398
1776884943.3838468,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,fpga,12.22853649377402,0.19789544432517486,2.418407613923572,5.759979760531131e-05,0.0477670060338693
1776884943.877088,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,system,12.2206066576879,1.2306268169528112,15.036624732294394,0.0023915327925013857,0.05015853882637068
1776884943.8862016,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,fpga,12.228429195019219,0.1978809554601399,2.417572469538858,4.4012636506544294e-05,0.05020255146287723
1776884944.381228,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,system,12.220485326150323,1.2322834535622489,15.056204697835517,0.0024026484340076977,0.052605199896884926
1776884944.3879514,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,fpga,12.228343356015376,0.19786936436811192,2.4169043540310864,3.293502044182191e-05,0.052638134917326745
1776884944.8776565,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,system,12.22038826092026,1.2336087628497991,15.071868670268415,0.002378933832978305,0.05501706875030505
1776884944.8894947,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,fpga,12.228274684812302,0.19764049149448953,2.4138410944248694,5.756349437656494e-05,0.055074632244681614
1776884945.3719988,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,system,12.219910608736209,1.2346690102798394,15.084399848214733,0.0023452182712424057,0.05741985051592402
1776884945.3882878,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,fpga,12.228219747849844,0.19745739319559164,2.4113904867398954,7.910563561371217e-05,0.05749895615153773
1776884945.8762865,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,system,12.219128486988968,1.2355172082238717,15.094424790571788,0.0023731248843417933,0.05987208103587952
1776884945.8960886,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,fpga,12.228175798279876,0.19709131455647333,2.4077725329919164,9.60415975013387e-05,0.05996812263338086
1776884946.371569,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,system,12.218502789591176,1.2361957665790975,15.102444744457431,0.002312925510164882,0.06228104814354574
1776884946.3858557,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,fpga,12.227740638623901,0.19679845164517867,2.404565166793533,6.944370611670714e-05,0.06235049184966245
1776884946.8709633,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,system,12.218002231672942,1.236738613263278,15.108860707565947,0.002359976042150002,0.06471046789181245
1776884946.8850336,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,fpga,12.227792510899123,0.19656416131614296,2.4023122770348264,6.846286097983003e-05,0.06477893075279229
1776884947.3742232,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,system,12.217601785338356,1.2371728906106225,15.113993478052759,0.0023799389500782074,0.0671588697028705
1776884947.3873281,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,fpga,12.2274340087193,0.1963767290529144,2.399336203227861,6.404062012978582e-05,0.06722291032300028
1776884947.8795736,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,system,12.217281428270686,1.236422312488498,15.104686526442208,0.002393253306098913,0.06961616362909918
1776884947.893292,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,fpga,12.22714720697544,0.19622678324233153,2.395781582182289,6.682389241263959e-05,0.06968298752151182
1776884948.3759549,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,system,12.217025142616551,1.2369198499907985,15.110654133153767,0.0023470064296214695,0.0720299939511333
1776884948.396967,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,fpga,12.227317765580354,0.19610682659386525,2.392937885345831,0.00010231945601469184,0.07213231340714799
1776884948.876647,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,system,12.216820114093242,1.236219879992639,15.102015050523015,0.0023309097716211497,0.07446322317876913
1776884948.8945968,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,fpga,12.227054212464283,0.1960108612750922,2.390584677076665,8.737788212660142e-05,0.07455060106089574
1776884949.3714983,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,system,12.216656091274595,1.2356599039941112,15.095103784418413,0.0023163916573599457,0.07686699271825569
1776884949.3890657,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,fpga,12.226843369971427,0.19571448902007377,2.387189725261332,8.53095021764585e-05,0.07695230222043214
1776884949.8827703,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,system,12.216524873019678,1.2367491231952892,15.108850527534731,0.0023994108280471264,0.07935171304847927
1776884949.8995388,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,fpga,12.226674695977142,0.19525779121605902,2.3829613786090658,8.149024569575556e-05,0.07943320329417503
1776884950.3846927,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,fpga,12.226939756781714,0.19489243297284722,2.3795787012872527,0.0023568358522943374,0.08179003914646936
1776884950.3942544,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,system,12.216419898415744,1.2404386985562315,15.154275053227785,4.654639256636173e-05,0.08183658553903572
1776884950.8894658,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,system,12.216335918732597,1.2433903588449853,15.190614673782228,0.002416925023106854,0.08425351056214257
1776884950.8945534,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,fpga,12.226751805425373,0.1948197463782778,2.3783849446298024,2.486387576300877e-05,0.08427837443790558
1776884951.371087,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,system,12.216268734986079,1.2483502870759882,15.249038838225784,0.0023333443349014844,0.08661171877280706
1776884951.3893259,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,fpga,12.226601444340298,0.19476159710262225,2.377429939303842,8.930965399038009e-05,0.08670102842679744
1776884951.8765018,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,system,12.216214987988865,1.2525378296607905,15.29896851858063,0.0023918044944650487,0.0890928329212625
1776884951.8926198,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,fpga,12.22648115547224,0.19493467768209782,2.3782565710430736,7.942373915051429e-05,0.08917225666041301
1776884952.3739772,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,system,12.216171990391093,1.2556682637286325,15.335721914064505,0.0023685473299177653,0.09154080399033077
1776884952.4041302,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,fpga,12.226384924377792,0.19507314214567828,2.380091638434459,0.00014835554761749402,0.09168915953794826
1776884952.8874285,ebb2c6d2-fb4c-4759-a3e2-02d5b524b1b9,0,SEARCH_ITEM,fpga,12.226307939502234,0.19540351371654263,2.3842335419475673,0.002378924999221727,0.09406808453716999
