run_id,episode_id,episode_start_ros_time_s,episode_end_ros_time_s,episode_total_time_s,episode_energy_total_Wh,episode_energy_system_Wh,episode_energy_fpga_Wh,search_energy_total_Wh,approach_energy_total_Wh,search_time_total_s,approach_time_total_s,avg_power_total_W,avg_power_system_W,avg_power_fpga_W,E_total_p0_ph0_Wh,E_total_p0_ph1_Wh,E_total_p0_ph2_Wh,E_total_p0_ph3_Wh,E_total_p1_ph0_Wh,E_total_p1_ph1_Wh,E_total_p1_ph2_Wh,E_total_p1_ph3_Wh,E_total_p2_ph0_Wh,E_total_p2_ph1_Wh,E_total_p2_ph2_Wh,E_total_p2_ph3_Wh,E_system_p0_ph0_Wh,E_system_p0_ph1_Wh,E_system_p0_ph2_Wh,E_system_p0_ph3_Wh,E_system_p1_ph0_Wh,E_system_p1_ph1_Wh,E_system_p1_ph2_Wh,E_system_p1_ph3_Wh,E_system_p2_ph0_Wh,E_system_p2_ph1_Wh,E_system_p2_ph2_Wh,E_system_p2_ph3_Wh,E_fpga_p0_ph0_Wh,E_fpga_p0_ph1_Wh,E_fpga_p0_ph2_Wh,E_fpga_p0_ph3_Wh,E_fpga_p1_ph0_Wh,E_fpga_p1_ph1_Wh,E_fpga_p1_ph2_Wh,E_fpga_p1_ph3_Wh,E_fpga_p2_ph0_Wh,E_fpga_p2_ph1_Wh,E_fpga_p2_ph2_Wh,E_fpga_p2_ph3_Wh,time_p0_ph0_s,time_p0_ph1_s,time_p0_ph2_s,time_p0_ph3_s,time_p1_ph0_s,time_p1_ph1_s,time_p1_ph2_s,time_p1_ph3_s,time_p2_ph0_s,time_p2_ph1_s,time_p2_ph2_s,time_p2_ph3_s
a128bd45-9259-4084-844b-7b564a25a937,0,1778184939.8522165,1778185543.4705617,603.6183452606201,1.3720272504077287,1.151523275545344,0.22050397486238799,0.17178070502182463,0.9263869024371901,75.46420454978943,407.47194957733154,8.182816410815375,6.867723329670127,1.3150930811452675,0.0,0.12222935009405625,0.05200620277556129,0.0654083600292322,0.03300151521654303,0.19349196862933069,0.038457423930032146,0.545257223684571,0.048315563099688145,0.0,0.0,0.0,0.0,0.10240928524516209,0.04361068362672685,0.05481754983058551,0.02770419291488479,0.16216493961506795,0.0322302265440676,0.4579461855703425,0.04066039927175374,0.0,0.0,0.0,0.0,0.019820064848894255,0.008395519148834428,0.010590810198646673,0.0052973223016582445,0.031327029014262785,0.0062271973859645505,0.08731103811422815,0.007655163827934391,0.0,0.0,0.0,0.0,54.027607917785645,22.98641085624695,28.977962493896484,14.501906394958496,85.47461175918579,17.004770278930664,238.99176740646362,20.97111701965332,0.0,0.0,0.0
