run_id,episode_id,episode_start_ros_time_s,episode_end_ros_time_s,episode_total_time_s,episode_energy_total_Wh,episode_energy_system_Wh,episode_energy_fpga_Wh,search_energy_total_Wh,approach_energy_total_Wh,search_time_total_s,approach_time_total_s,avg_power_total_W,avg_power_system_W,avg_power_fpga_W,E_total_p0_ph0_Wh,E_total_p0_ph1_Wh,E_total_p0_ph2_Wh,E_total_p0_ph3_Wh,E_total_p1_ph0_Wh,E_total_p1_ph1_Wh,E_total_p1_ph2_Wh,E_total_p1_ph3_Wh,E_total_p2_ph0_Wh,E_total_p2_ph1_Wh,E_total_p2_ph2_Wh,E_total_p2_ph3_Wh,E_system_p0_ph0_Wh,E_system_p0_ph1_Wh,E_system_p0_ph2_Wh,E_system_p0_ph3_Wh,E_system_p1_ph0_Wh,E_system_p1_ph1_Wh,E_system_p1_ph2_Wh,E_system_p1_ph3_Wh,E_system_p2_ph0_Wh,E_system_p2_ph1_Wh,E_system_p2_ph2_Wh,E_system_p2_ph3_Wh,E_fpga_p0_ph0_Wh,E_fpga_p0_ph1_Wh,E_fpga_p0_ph2_Wh,E_fpga_p0_ph3_Wh,E_fpga_p1_ph0_Wh,E_fpga_p1_ph1_Wh,E_fpga_p1_ph2_Wh,E_fpga_p1_ph3_Wh,E_fpga_p2_ph0_Wh,E_fpga_p2_ph1_Wh,E_fpga_p2_ph2_Wh,E_fpga_p2_ph3_Wh,time_p0_ph0_s,time_p0_ph1_s,time_p0_ph2_s,time_p0_ph3_s,time_p1_ph0_s,time_p1_ph1_s,time_p1_ph2_s,time_p1_ph3_s,time_p2_ph0_s,time_p2_ph1_s,time_p2_ph2_s,time_p2_ph3_s
4dcd7901-83d2-4331-b8a0-e6ae79e800cf,0,1778303343.500355,1778303599.1515837,255.65122866630554,0.5879737813210084,0.49077539439145906,0.0971983869295484,0.06115260790591097,0.3497894171709036,26.236290454864502,151.4411437511444,8.279661411361756,6.91094437146397,1.3687170398977724,0.0,0.030535398240478556,0.0011364441030874348,0.16394480949621945,0.007058718582622596,0.018380914302477576,0.011215753115369948,0.07801179873981275,0.023076701722702084,0.053681139260304135,0.0186649903821289,0.005235357131611161,0.0,0.025289506900137884,0.0009464812508630803,0.1369058958076114,0.005915225851438725,0.015451911657318438,0.009420349333361291,0.06512646867436843,0.019260249202413846,0.04479140995418041,0.015611701120535709,0.00438827864894203,0.0,0.005245891340340665,0.00018996285222435457,0.02703891368860817,0.0011434927311838705,0.0029290026451591357,0.0017954037820086563,0.012885330065444331,0.0038164525202882475,0.00888972930612372,0.0030532892615931905,0.0008470784826691302,0.0,13.755935668945312,0.505730390548706,70.70581197738647,2.99945330619812,7.694446325302124,4.734451055526733,33.757049798965454,9.988087177276611,23.316988229751587,8.008568525314331,2.210911750793457
4dcd7901-83d2-4331-b8a0-e6ae79e800cf,1,1778303599.168193,1778303753.5546415,154.3864483833313,0.35666747983623315,0.2976477187473191,0.05901976108891386,0.15127573851218315,0.1295657729186356,65.98584175109863,55.71728730201721,8.316811098745825,6.940581888572283,1.3762292101735392,0.06956840653401851,0.014703272790704675,0.008908547053959727,0.02028568112394472,0.016054413170524695,0.016041270442679646,0.023244204450229743,0.019799656326438972,0.01719616052009941,0.0587358922348676,0.01630400678335106,0.0,0.05779291959239809,0.012276257222846969,0.00745875455123132,0.016924610561472573,0.013351070494369873,0.013362344378843151,0.019420379134343024,0.01656578017854653,0.014456017077509903,0.04912336227341601,0.01354965422414518,0.0,0.011775486941620422,0.002427015567857708,0.001449792502728406,0.0033610705624721434,0.002703342676154823,0.0026789260638364946,0.003823825315886729,0.003233876147892443,0.002740143442589507,0.00961252996145159,0.0027543525592058824,0.0,30.777953624725342,6.33532452583313,3.7982864379882812,8.776549339294434,7.016098737716675,6.940170049667358,9.992656469345093,8.491838932037354,7.216210842132568,25.173404455184937,7.184635639190674,0.0
4dcd7901-83d2-4331-b8a0-e6ae79e800cf,2,1778303753.5684254,1778303939.4771128,185.90868735313416,0.4321325671972047,0.36117029230900627,0.0709622748881982,0.156965270075521,0.2525952809862699,67.64438557624817,108.41363477706909,8.367964208982462,6.9938262209482644,1.3741379880341926,0.06806981570603647,0.029956023749548037,0.008215181084142511,0.03794065030327689,0.016821056386163484,0.031421547993092915,0.024265842771148034,0.04441369015661812,0.015591012041301047,0.06326020487768329,0.02400236208672946,0.04560316390605064,0.056726184358449144,0.02498390317818969,0.006879393691082021,0.03171255797308628,0.01414621005785521,0.02637040492364467,0.020253635891200418,0.03717199517316478,0.013030137694557338,0.05286563908094873,0.020107577687896474,0.038065655565491,0.011343631347587372,0.00497212057135834,0.0013357873930604912,0.006228092330190605,0.0026748463283082784,0.005051143069448239,0.004012206879947623,0.007241694983453341,0.0025608743467437126,0.010394565796734553,0.003894784398832986,0.007537508340559627,29.733038663864136,13.017425775527954,3.5028345584869385,16.288299322128296,7.000949382781982,13.223831415176392,10.494773149490356,18.9706609249115,6.7081310749053955,27.20706558227539,10.20465874671936,19.70635175704956
4dcd7901-83d2-4331-b8a0-e6ae79e800cf,3,1778303939.486452,1778304137.5675354,198.0810832977295,0.4546918347412904,0.3792057757009067,0.07548605904038408,0.12863468536178033,0.3079875409534519,56.32854342460632,133.55284190177917,8.263740170525452,6.891828183670439,1.3719119868550194,0.08108914260307475,0.028883156613830795,0.01723175876474775,0.05421239326520773,0.006706702012535579,0.030995604492205765,0.005764793365133037,0.12590152229791032,0.014867930641633565,0.037935784608001094,0.002974357974655644,0.030059079676296188,0.06752007029677724,0.02418559601566273,0.014376353625016039,0.04524996444733548,0.00556473329775226,0.02578543663728841,0.004812643447246744,0.10506683329690664,0.012386738248685374,0.031642056822437675,0.0024808991808140373,0.025096455771728907,0.013569072306297484,0.00469756059816807,0.0028554051397317094,0.008962428817872221,0.0011419687147833201,0.005210167854917346,0.0009521499178862939,0.0208346890010037,0.002481192392948194,0.006293727785563417,0.0004934587938416067,0.004962623904567278,35.4926381111145,12.323938131332397,7.487388610839844,23.492648363113403,3.0052754878997803,13.709250688552856,2.511880397796631,54.5201940536499,6.531418561935425,16.49783706665039,1.2999422550201416,13.008973598480225
4dcd7901-83d2-4331-b8a0-e6ae79e800cf,4,1778304137.5845282,1778304402.6285539,265.04402565956116,0.614490115858998,0.5133423409702353,0.10114777488876325,0.13917432691712622,0.4596032635771376,60.630094051361084,197.37210273742676,8.346403627048108,6.972548892185081,1.3738547348630346,0.08715251112703766,0.12682856543494544,0.04629368598049359,0.050902688061230765,0.0016191901802973595,0.008246071137269365,0.00410893962929763,0.273625938943692,0.0,0.0,0.0,0.0,0.07253912721288888,0.10601001076401127,0.038640547853293274,0.04261132069547894,0.0013556447314890644,0.006905192747038454,0.0034509627084796744,0.22868589500378608,0.0,0.0,0.0,0.0,0.014613383914148743,0.020818554670934228,0.007653138127200318,0.008291367365751841,0.0002635454488082948,0.0013408783902309122,0.0006579769208179553,0.044940043939906166,0.0,0.0,0.0,0.0,38.209402322769165,54.47540736198425,20.000638246536255,21.687451362609863,0.6897993087768555,3.5048301219940186,1.7302541732788086,117.70441389083862,0.0,0.0,0.0,0.0
4dcd7901-83d2-4331-b8a0-e6ae79e800cf,5,1778304402.6425724,1778304685.0227246,282.3801522254944,0.6584393429806561,0.5507515677111269,0.10768777526952951,0.1560005101395621,0.48067304110949693,66.90719318389893,205.96218156814575,8.394292644326844,7.021405818128355,1.3728868261984928,0.08305921020114464,0.05338993531767054,0.02443291914223752,0.2043558013982815,0.011524213474820088,0.09304419895221425,0.012069465957580652,0.058985538181336346,0.019514770009531678,0.04000851611925108,0.005399931354247521,0.030889051140743185,0.06929473930162484,0.04466331469419514,0.020495959690306344,0.1706496370321227,0.009591270895614156,0.07790747600197147,0.010160582692850625,0.049319272416216246,0.01635301727349206,0.03359869831901943,0.004552683045119665,0.025946543434739514,0.013764470899519784,0.008726620623475397,0.003936959451931178,0.03370616436615868,0.001932942579205931,0.015136722950242789,0.001908883264730024,0.009666265765120086,0.003161752736039615,0.0064098178002316665,0.000847248309127856,0.00494250770600368,36.01454138755798,22.801196813583374,10.323955059051514,88.29670143127441,5.039793491363525,39.77277231216431,5.0082151889801025,25.312923431396484,8.298200607299805,16.738089561462402,2.222487449645996,13.04049801826477
4dcd7901-83d2-4331-b8a0-e6ae79e800cf,6,1778304686.008187,1778305312.0977855,626.0895984172821,1.4554993491578812,1.2166883072722878,0.23881104188559235,0.1027787138610909,0.907503049950646,44.511979818344116,390.77374148368835,8.369085942673818,6.995928246137321,1.373157696536492,0.0,0.06130435786077927,0.026637897996650617,0.18224327891001826,0.0268146194457519,0.1066591357192532,0.03554683897576036,0.5418286614727329,0.011448005404212388,0.01026432734150267,0.0023313520387156545,0.005203288646359728,0.0,0.05110176728691133,0.022174032165196225,0.15211109435506423,0.022312312647457932,0.08912084447992308,0.029736276336217792,0.45305616323756476,0.009617813098452081,0.008625802264023824,0.0019557944939690222,0.004362717518787692,0.0,0.01020259057386792,0.004463865831454402,0.030132184554953888,0.004502306798293963,0.017538291239330088,0.005810562639542568,0.08877249823516882,0.0018301923057603094,0.0016385250774788452,0.00037555754474663235,0.0008405711275720364,0.0,26.743395805358887,11.709425687789917,78.99588227272034,11.806064128875732,45.9935462474823,15.202048063278198,232.51734375953674,4.795005559921265,4.3058762550354,0.9994363784790039,2.2176971435546875
4dcd7901-83d2-4331-b8a0-e6ae79e800cf,7,1778305312.1149492,1778305652.324787,340.2098376750946,0.7914029709804618,0.6619953228008897,0.12940764817957215,0.23218729781632316,0.5324056138563077,99.98457312583923,228.5945107936859,8.374392448493943,7.005038944109481,1.369353504384462,0.08665242550775196,0.07837636727774214,0.020616897421727804,0.1484955384432964,0.018566196731787166,0.016307297204147177,0.06290153522704219,0.1839340827926145,0.020472161843906267,0.056216589767597545,0.022978081084107777,0.04907573837091,0.07235804224331979,0.06547054523722995,0.017271775100214232,0.12435269149006699,0.015516758734658522,0.013631934885907358,0.052562501235549564,0.15394144102352297,0.01711988793446334,0.04707764888536053,0.019292994868234173,0.0409716506868682,0.01429438326443212,0.012905822040512218,0.00334512232151356,0.024142846953229446,0.0030494379971286417,0.0026753623182398144,0.010339033991492668,0.02999264176909151,0.0033522739094429287,0.009138940882237025,0.0036850862158736043,0.008104087684041781,37.50555205345154,34.008647203445435,8.798955202102661,63.49680948257446,7.9957451820373535,7.002849817276001,27.20825982093811,78.79101133346558,8.796056509017944,23.992872714996338,9.680004358291626,21.3023202419281
4dcd7901-83d2-4331-b8a0-e6ae79e800cf,8,1778305652.362598,1778305843.299417,190.9368190765381,0.44300980485915564,0.3705772454541191,0.07243255940503697,0.14660953571342147,0.16778308981445486,63.43184566497803,72.30556273460388,8.352686009991931,6.987013243894338,1.3656727660976016,0.06520274867236134,0.03133508535631513,0.009116358787119711,0.031033949895413544,0.0004692433737037971,0.051065301450277836,0.04921932792184815,0.03925391235038853,0.019822999685962118,0.010449551753448201,0.0027788572724263645,0.004645289008611649,0.054460917393961555,0.02614802927698826,0.007599101492626984,0.025917316909787522,0.0003925946728003247,0.04278405536135074,0.041130672381010626,0.03288150058924137,0.016599969116092697,0.00874064252574641,0.0023259248749396685,0.0038888714019086196,0.010741831278399798,0.005187056079326862,0.0015172572944927288,0.005116632985626024,7.664870090347235e-05,0.008281246088927073,0.00808865554083752,0.006372411761147172,0.00322303056986942,0.00170890922770179,0.00045293239748669636,0.0007564176067030287,28.21738290786743,13.707672834396362,4.000547885894775,13.513602256774902,0.20900344848632812,21.78207516670227,21.305848598480225,16.78040838241577,8.501544952392578,4.515822887420654,1.1975178718566895,2.005981206893921
4dcd7901-83d2-4331-b8a0-e6ae79e800cf,9,1778305843.3121874,1778306296.4742372,453.1620497703552,1.0450325906103275,0.8730020560028197,0.17203053460750814,0.17713975920569816,0.8099642928015263,76.48771214485168,351.6062841415405,8.3019249473862,6.9352837537980125,1.3666411935881906,0.07349525993492254,0.028060591330605303,0.008185773457561076,0.02259401287082049,0.09476644516524999,0.024836115756671585,0.0006922806479645577,0.7344735728434288,0.0,0.0,0.0,0.0,0.06147555606896193,0.023504969625269205,0.006864736060893136,0.01887687721644732,0.0792167821257314,0.0207545039179033,0.0005782001924855032,0.6133063218529445,0.0,0.0,0.0,0.0,0.012019703865960588,0.004555621705336099,0.0013210373966679387,0.0037171356543731727,0.015549663039518645,0.004081611838768296,0.00011408045547905453,0.12116725099048482,0.0,0.0,0.0,0.0,31.706393480300903,12.057032108306885,3.482598304748535,9.795636177062988,40.9819221496582,10.74448561668396,0.31679821014404297,319.0091302394867,0.0,0.0,0.0,0.0
