time_s,phase,P_total_W,P_system_W,P_fpga_W,E_total_Wh,E_system_Wh,E_fpga_Wh
0.6408262252807617,idle_pre,4.68167918695571,3.301232818917792,1.3804463680379189,0.0001301336456163968,9.176225977876487e-05,3.8371385837631954e-05
0.7407839298248291,idle_pre,4.68167918695571,3.301232818917792,1.3804463680379189,0.00026012528587746026,0.00018342438609669914,7.670089978076118e-05
0.8406450748443604,idle_pre,4.693048818917792,3.301232818917792,1.3918160000000002,0.0003903067382912629,0.0002749979664503618,0.00011530877184090116
0.9407596588134766,idle_pre,4.693048818917792,3.301232818917792,1.3918160000000002,0.0005208185799725704,0.0003668039526312361,0.00015401462734133435
1.0407545566558838,idle_pre,4.739342549564569,3.3583822551342335,1.3809602944303352,0.0006524602672180935,0.0004600875888862086,0.0001923726783318849
1.1407408714294434,idle_pre,4.739342549564569,3.3583822551342335,1.3809602944303352,0.0007840906549904511,0.0005533632181339276,0.00023072743685652352
1.240814447402954,idle_pre,4.739342549564569,3.3583822551342335,1.3809602944303352,0.0009158359207399905,0.0006467202519553903,0.0002691156687846002
1.3407471179962158,idle_pre,4.752283055134233,3.3583822551342335,1.3939008000000002,0.0010477549032718429,0.000739945837407775,0.000307809065864068
1.4407854080200195,idle_pre,4.752283055134233,3.3583822551342335,1.3939008000000002,0.0011798133117564892,0.0008332699535327512,0.000346543358223738
1.5407729148864746,idle_pre,4.785473239651655,3.4041018041073867,1.3813714355442683,0.0013127265168700745,0.0009278165236750566,0.00038490999319501783
1.64080810546875,idle_pre,4.785473239651655,3.4041018041073867,1.3813714355442683,0.0014457031078575556,0.0010224081827682092,0.0004232949250893462
1.740760326385498,idle_pre,4.785473239651655,3.4041018041073867,1.3813714355442683,0.0015785694074244578,0.0011169213870868876,0.0004616480203375701
1.8406236171722412,idle_pre,4.799715244107387,3.4041018041073867,1.3956134400000002,0.001711712562734419,0.0012113505005122358,0.0005003620622221832
1.9407508373260498,idle_pre,4.799715244107387,3.4041018041073867,1.3956134400000002,0.001845207602990622,0.0013060291812805238,0.0005391784217100982
2.0407845973968506,idle_pre,4.823585391721323,3.4406774432859093,1.3829079484354145,0.001979241320700753,0.001401635820681268,0.0005776055000194848
2.1407554149627686,idle_pre,4.823585391721323,3.4406774432859093,1.3829079484354145,0.002113190702703364,0.0014971823031773527,0.0006160083995260112
2.2407593727111816,idle_pre,4.823585391721323,3.4406774432859093,1.3829079484354145,0.0022471844887337975,0.001592760459195209,0.0006544240295385888
2.3407254219055176,idle_pre,4.83770579528591,3.4406774432859093,1.3970283520000004,0.0023815195819335963,0.0016883023843500314,0.000693217197583565
2.4407637119293213,idle_pre,4.83770579528591,3.4406774432859093,1.3970283520000004,0.002515951752877665,0.0017839133532249745,0.0007320383996526907
2.5407512187957764,idle_pre,4.854075113377059,3.4699379546287275,1.3841371587483318,0.002650770327524631,0.0018802884768540336,0.0007704818506705975
2.640784740447998,idle_pre,4.854075113377059,3.4699379546287275,1.3841371587483318,0.0027856509464011625,0.001976707952830761,0.0008089429935704019
2.7407565116882324,idle_pre,4.854075113377059,3.4699379546287275,1.3841371587483318,0.002920448303850453,0.0020730679093357474,0.0008473803945147065
2.8406484127044678,idle_pre,4.868098236228728,3.4699379546287275,1.3981602816000005,0.0030555270780589726,0.0021693508811958173,0.0008861761968631562
2.94075083732605,idle_pre,4.868098236228728,3.4699379546287275,1.3981602816000005,0.003190890532709679,0.002265836770791592,0.0009250537619180879
3.040813684463501,idle_pre,4.878511290701647,3.4933463637029822,1.3851649269986654,0.0033264899020262924,0.002362935155010865,0.0009635547470154285
3.1407527923583984,idle_pre,4.878511290701647,3.4933463637029822,1.3851649269986654,0.0034619215870951557,0.0024599134658876316,0.001002008121207525
3.2407734394073486,idle_pre,4.878511290701647,3.4933463637029822,1.3851649269986654,0.0035974637692983745,0.002556970900238651,0.0010404928690597244
3.340731620788574,idle_pre,4.892412188982982,3.4933463637029822,1.3990658252800006,0.00373330727623673,0.0026539677195304475,0.0010793395567062834
3.4407639503479004,idle_pre,4.892412188982982,3.4933463637029822,1.3990658252800006,0.0038692515508001774,0.0027510364902856724,0.0011182150605145056
3.5407490730285645,idle_pre,4.898060232561319,3.512073090962386,1.3859871415989324,0.004005288537814046,0.002848579562192154,0.0011567089756218923
3.6407792568206787,idle_pre,4.898060232561319,3.512073090962386,1.3859871415989324,0.004141386833727367,0.002946166594631128,0.001195220239096239
3.7407495975494385,idle_pre,4.898060232561319,3.512073090962386,1.3859871415989324,0.004277403708827129,0.0030436952456221883,0.0012337084632049404
3.840644598007202,idle_pre,4.9118185511863866,3.512073090962386,1.3997454602240005,0.0044136998522769115,0.003141150396463685,0.0012725494558132261
3.9407472610473633,idle_pre,4.9118185511863866,3.512073090962386,1.3997454602240005,0.004550279329316863,0.003238808137907303,0.001311471191409559
4.040780305862427,idle_pre,4.913654986049055,3.527054472769909,1.386600513279146,0.004686814848601642,0.0033368142485016815,0.0013500006000999598
4.1407458782196045,idle_pre,4.913654986049055,3.527054472769909,1.386600513279146,0.004823258274447779,0.0034347542538087335,0.001388504020639045
4.240806341171265,idle_pre,4.913654986049055,3.527054472769909,1.386600513279146,0.004959831216861335,0.0035327872269757003,0.0014270439898856342
4.340733766555786,idle_pre,4.92738844094911,3.527054472769909,1.4003339681792006,0.005096603783742861,0.0036306898582687164,0.0014659139254741447
4.440764665603638,idle_pre,4.92738844094911,3.527054472769909,1.4003339681792006,0.005233517976994564,0.0037286938665748053,0.001504824110419759
4.540760040283203,idle_pre,4.926130788839244,3.5390395782159274,1.3870912106233169,0.005370348614203043,0.003826995974527448,0.0015433526396755953
4.640774965286255,idle_pre,4.926130788839244,3.5390395782159274,1.3870912106233169,0.005507206003481094,0.0039253173017491415,0.0015818887017319517
4.7407591342926025,idle_pre,4.926130788839244,3.5390395782159274,1.3870912106233169,0.0056440213071862816,0.004023608393779279,0.001620412913407002
4.8406360149383545,idle_pre,4.939799552759288,3.5390395782159274,1.4007599745433605,0.00578106902117097,0.004121794014210964,0.001659275006960006
4.940757751464844,idle_pre,4.939799552759288,3.5390395782159274,1.4007599745433605,0.0059184527182029245,0.004220220344268451,0.0016982323739344733
5.040770530700684,idle_pre,4.854729431071396,3.4671568625727422,1.3875725684986535,0.006053323546769446,0.004316542564788594,0.001736780981980852
